date,tic,close
2025-07-21,CASH,500.0
2025-07-22,CASH,500.0
2025-07-23,CASH,500.0
2025-07-24,CASH,500.0
2025-07-25,CASH,500.0
2025-07-26,CASH,500.0
2025-07-27,CASH,500.0
2025-07-28,CASH,500.0
2025-07-29,CASH,500.0
2025-07-30,CASH,500.0
2025-07-31,CASH,500.0
2025-08-01,CASH,500.0
2025-08-02,CASH,500.0
2025-08-03,CASH,500.0
2025-08-04,CASH,500.0
2025-08-05,CASH,500.0
2025-08-06,CASH,500.0
2025-08-07,CASH,500.0
2025-08-08,CASH,500.0
2025-08-09,CASH,500.0
2025-08-10,CASH,500.0
2025-08-11,CASH,500.0
2025-08-12,CASH,500.0
2025-08-13,CASH,500.0
2025-08-14,CASH,500.0
2025-08-15,CASH,500.0
2025-08-16,CASH,500.0
2025-08-17,CASH,500.0
2025-08-18,CASH,500.0
2025-08-19,CASH,500.0
2025-08-20,CASH,500.0
2025-08-21,CASH,500.0
2025-08-22,CASH,500.0
2025-08-23,CASH,500.0
2025-08-24,CASH,500.0
2025-08-25,CASH,500.0
2025-08-26,CASH,500.0
2025-08-27,CASH,500.0
2025-08-28,CASH,500.0
2025-08-29,CASH,500.0
2025-08-30,CASH,500.0
2025-08-31,CASH,500.0
2025-09-01,CASH,500.0
2025-09-02,CASH,500.0
2025-09-03,CASH,500.0
2025-09-04,CASH,500.0
2025-09-05,CASH,500.0
2025-09-06,CASH,500.0
2025-09-07,CASH,500.0
2025-09-08,CASH,500.0
2025-09-09,CASH,500.0
2025-09-10,CASH,500.0
2025-09-11,CASH,500.0
2025-09-12,CASH,500.0
2025-09-13,CASH,500.0
2025-09-14,CASH,500.0
2025-09-15,CASH,500.0
2025-09-16,CASH,500.0
2025-09-17,CASH,500.0
2025-09-18,CASH,500.0
2025-09-19,CASH,500.0
2025-09-20,CASH,500.0
2025-09-21,CASH,500.0
2025-09-22,CASH,500.0
2025-09-23,CASH,500.0
2025-09-24,CASH,500.0
2025-09-25,CASH,500.0
2025-09-26,CASH,500.0
2023-01-01,STOCK,500.0
2023-01-02,STOCK,500.0
2023-01-03,STOCK,507.47190662367996
2023-01-04,STOCK,514.776010333067
2023-01-05,STOCK,521.7482767055615
2023-01-06,STOCK,528.2321236697518
2023-01-07,STOCK,534.0819380011667
2023-01-08,STOCK,539.1663454813742
2023-01-09,STOCK,543.3711612797008
2023-01-10,STOCK,546.6019542983613
2023-01-11,STOCK,548.786167891333
2023-01-12,STOCK,549.8747493302027
2023-01-13,STOCK,549.843251422696
2023-01-14,STOCK,548.6923815439097
2023-01-15,STOCK,546.4479857501934
2023-01-16,STOCK,543.1604683324437
2023-01-17,STOCK,538.9036598443961
2023-01-18,STOCK,533.7731590275575
2023-01-19,STOCK,527.8841858695708
2023-01-20,STOCK,521.3689940116915
2023-01-21,STOCK,514.3739006171272
2023-01-22,STOCK,507.05600040299333
2023-01-23,STOCK,499.5796376316426
2023-01-24,STOCK,492.1127152928376
2023-01-25,STOCK,484.82292436457857
2023-01-26,STOCK,477.8739778352574
2023-01-27,STOCK,471.4219340628828
2023-01-28,STOCK,465.6116920408013
2023-01-29,STOCK,460.57373727869026
2023-01-30,STOCK,456.4212113793206
2023-01-31,STOCK,453.24737112207754
2023-02-01,STOCK,451.1234941167452
2023-02-02,STOCK,450.09727806205603
2023-02-03,STOCK,450.19176955820797
2023-02-04,STOCK,451.404846529909
2023-02-05,STOCK,453.7092658836134
2023-02-06,STOCK,457.0532753286704
2023-02-07,STOCK,461.36177562220064
2023-02-08,STOCK,466.5380071361869
2023-02-09,STOCK,472.4657228701181
2023-02-10,STOCK,479.01179910800704
2023-02-11,STOCK,486.0292250900537
2023-02-12,STOCK,493.3604045573741
2023-02-13,STOCK,500.8406950242175
2023-02-14,STOCK,508.30210529324785
2023-02-15,STOCK,515.5770681756688
2023-02-16,STOCK,522.5022036890309
2023-02-17,STOCK,528.92198821941
2023-02-18,STOCK,534.6922472464881
2023-02-19,STOCK,539.6833931924576
2023-02-20,STOCK,543.7833356796441
2023-02-21,STOCK,546.8999988387369
2023-02-22,STOCK,548.96338913431
2023-02-23,STOCK,549.9271672687303
2023-02-24,STOCK,549.769688862881
2023-02-25,STOCK,548.4944905422543
2023-02-26,STOCK,546.130210511967
2023-02-27,STOCK,542.729945404414
2023-02-28,STOCK,538.3700578433744
2023-03-01,STOCK,533.1484615041092
2023-03-02,STOCK,527.1824221833044
2023-03-03,STOCK,520.6059242620878
2023-03-04,STOCK,513.5666617056817
2023-03-05,STOCK,506.2227211753532
2023-03-06,STOCK,498.7390317428171
2023-03-07,STOCK,491.283660938851
2023-03-08,STOCK,484.0240403188863
2023-03-09,STOCK,477.12320531123396
2023-03-10,STOCK,470.73613379284825
2023-03-11,STOCK,465.0062656203229
2023-03-12,STOCK,460.06228127994996
2023-03-13,STOCK,456.0152120014165
2023-03-14,STOCK,452.9559462357546
2023-03-15,STOCK,450.95318849667547
2023-03-16,STOCK,450.05191640530916
2023-03-17,STOCK,450.2723705898005
2023-03-18,STOCK,451.60960012443695
2023-03-19,STOCK,454.0335737167662
2023-03-20,STOCK,457.48985414568165
2023-03-21,STOCK,461.90082080404835
2023-03-22,STOCK,467.1674128901992
2023-03-23,STOCK,473.17135409997826
2023-03-24,STOCK,479.777808857543
2023-03-25,STOCK,486.83841043170986
2023-03-26,STOCK,494.1945929328771
2023-03-27,STOCK,501.68115236105683
2023-03-28,STOCK,509.1299567315567
2023-03-29,STOCK,516.3737219568847
2023-03-30,STOCK,523.249768686711
2023-03-31,STOCK,529.6036757353611
2023-04-01,STOCK,535.2927480487332
2023-04-02,STOCK,540.1892213275811
2023-04-03,STOCK,544.1831313382318
2023-04-04,STOCK,547.1847834722053
2023-04-05,STOCK,549.1267670937505
2023-04-06,STOCK,549.9654694373959
2023-04-07,STOCK,549.6820550566381
2023-04-08,STOCK,548.2828888274639
2023-04-09,STOCK,545.799393006957
2023-04-10,STOCK,542.2873415571468
2023-04-11,STOCK,537.825607582062
2023-04-12,STOCK,532.5143920078558
2023-04-13,STOCK,526.4729732860233
2023-04-14,STOCK,519.8370286565307
2023-04-15,STOCK,512.7555871295087
2023-04-16,STOCK,505.3876826149722
2023-04-17,STOCK,497.898782364058
2023-04-18,STOCK,490.4570709312906
2023-04-19,STOCK,483.2296731120719
2023-04-20,STOCK,476.3789006800767
2023-04-21,STOCK,470.0586072147383
2023-04-22,STOCK,464.4107328815438
2023-04-23,STOCK,459.56211676192254
2023-04-24,STOCK,455.62164832092475
2023-04-25,STOCK,452.67782198458957
2023-04-26,STOCK,450.79674974591785
2023-04-27,STOCK,450.0206764320391
2023-04-28,STOCK,450.36703097646836
2023-04-29,STOCK,451.8280350028337
2023-04-30,STOCK,454.3708775104408
2023-05-01,STOCK,457.9384517386119
2023-05-02,STOCK,462.4506376614162
2023-05-03,STOCK,467.8061013107229
2023-05-04,STOCK,473.8845705186634
2023-05-05,STOCK,480.5495359712292
2023-05-06,STOCK,487.6513169131688
2023-05-07,STOCK,495.0304226550576
2023-05-08,STOCK,502.52113439034053
2023-05-09,STOCK,509.9552268824599
2023-05-10,STOCK,517.1657464409948
2023-05-11,STOCK,523.9907603416184
2023-05-12,STOCK,530.27699348598
2023-05-13,STOCK,535.8832706299714
2023-05-14,STOCK,540.6836868753553
2023-05-15,STOCK,544.5704352223433
2023-05-16,STOCK,547.4562276823947
2023-05-17,STOCK,549.276255578256
2023-05-18,STOCK,549.9896450071335
2023-05-19,STOCK,549.5803747804309
2023-05-20,STOCK,548.0576362251059
2023-05-21,STOCK,545.4556267662813
2023-05-22,STOCK,541.8327819268028
2023-05-23,STOCK,537.2704629913752
2023-05-24,STOCK,531.8711298075119
2023-05-25,STOCK,525.7560397582512
2023-05-26,STOCK,519.0625245827472
2023-05-27,STOCK,511.94090620147915
2023-05-28,STOCK,504.55112080999237
2023-05-29,STOCK,497.05912705674734
2023-05-30,STOCK,489.6331789696621
2023-05-31,STOCK,482.4400473333781
2023-06-01,STOCK,475.64127437697454
2023-06-02,STOCK,469.38954588376765
2023-06-03,STOCK,463.82526219778777
2023-06-04,STOCK,459.07338513473826
2023-06-05,STOCK,455.24063160901596
2023-06-06,STOCK,452.4130770018823
2023-06-07,STOCK,450.6542220939676
2023-06-08,STOCK,450.0035669746372
2023-06-09,STOCK,450.4757239551422
2023-06-10,STOCK,452.0600894076104
2023-06-11,STOCK,454.7210818996688
2023-06-12,STOCK,458.398941276705
2023-06-13,STOCK,463.01107074610536
2023-06-14,STOCK,468.453891823148
2023-06-15,STOCK,474.60517048046876
2023-06-16,STOCK,481.3267622607943
2023-06-17,STOCK,488.46771470363024
2023-06-18,STOCK,495.86765741209086
2023-06-19,STOCK,503.36040362627375
2023-06-20,STOCK,510.77768241961087
2023-06-21,STOCK,517.9529177011084
2023-06-22,STOCK,524.724969155233
2023-06-23,STOCK,530.941751106002
2023-06-24,STOCK,536.4636480333875
2023-06-25,STOCK,541.166650036904
2023-06-26,STOCK,544.9451378306234
2023-06-27,STOCK,547.7142547246349
2023-06-28,STOCK,549.4118123233609
2023-06-29,STOCK,549.999687142851
2023-06-30,STOCK,549.4646767820425
2023-07-01,STOCK,547.8187964202251
2023-07-02,STOCK,545.099008982018
2023-07-03,STOCK,541.3663950297689
2023-07-04,STOCK,536.7047810258077
2023-07-05,STOCK,531.2188567708197
2023-07-06,STOCK,525.0318242966207
2023-07-07,STOCK,518.2826310141311
2023-07-08,STOCK,511.12284925407766
2023-07-09,STOCK,503.7132722792181
2023-07-10,STOCK,496.22030321430725
2023-07-11,STOCK,488.8122179906602
2023-07-12,STOCK,481.6553862315161
2023-07-13,STOCK,474.9105349489714
2023-07-14,STOCK,468.7291389617954
2023-07-15,STOCK,463.2500190975612
2023-07-16,STOCK,458.5962245761378
2023-07-17,STOCK,454.8722695894907
2023-07-18,STOCK,452.16178613824945
2023-07-19,STOCK,450.52564583727326
2023-07-20,STOCK,450.00059287041285
2023-07-21,STOCK,450.5984187953569
2023-07-22,STOCK,452.30569773066736
2023-07-23,STOCK,455.08408787213216
2023-07-24,STOCK,458.8711925670279
2023-07-25,STOCK,463.5819616084202
2023-07-26,STOCK,469.1106012794552
2023-07-27,STOCK,475.3329502521611
2023-07-28,STOCK,482.10926798319946
2023-07-29,STOCK,489.2873729852056
2023-07-30,STOCK,496.70606049491033
2023-07-31,STOCK,504.19872278458735
2023-08-01,STOCK,511.5970908124316
2023-08-02,STOCK,518.7350131824729
2023-08-03,STOCK,525.452187546728
2023-08-04,STOCK,531.5977606503443
2023-08-05,STOCK,537.0337161704837
2023-08-06,STOCK,541.637974265389
2023-08-07,STOCK,545.30713322444
2023-08-08,STOCK,547.9587916476539
2023-08-09,STOCK,549.5333990034817
2023-08-10,STOCK,549.9955930053634
2023-08-11,STOCK,549.3349937724479
2023-08-12,STOCK,547.5664369393392
2023-08-13,STOCK,544.7296404797264
2023-08-14,STOCK,540.888312726322
2023-08-15,STOCK,536.1287216190567
2023-08-16,STOCK,530.5577573131299
2023-08-17,STOCK,524.3005316565659
2023-08-18,STOCK,517.4975684478335
2023-08-19,STOCK,510.3016475742816
2023-08-20,STOCK,502.8743739052462
2023-08-21,STOCK,495.38254799508144
2023-08-22,STOCK,487.99442010231127
2023-08-23,STOCK,480.8759116515486
2023-08-24,STOCK,474.18688899600363
2023-08-25,STOCK,468.07757316384334
2023-08-26,STOCK,462.68516621775416
2023-08-27,STOCK,458.13076999240576
2023-08-28,STOCK,454.5166664083237
2023-08-29,STOCK,451.92402044046145
2023-08-30,STOCK,450.4110573278442
2023-08-31,STOCK,450.01175496022637
2023-09-01,STOCK,450.7350808079398
2023-09-02,STOCK,452.56479053184285
2023-09-03,STOCK,455.45979279615693
2023-09-04,STOCK,459.35507209127985
2023-09-05,STOCK,464.16314884196714
2023-09-06,STOCK,469.7760440099968
2023-09-07,STOCK,476.06770407057894
2023-09-08,STOCK,482.8968319027675
2023-09-09,STOCK,490.1100600181769
2023-09-10,STOCK,497.5453948641325
2023-09-11,STOCK,505.035854849625
2023-09-12,STOCK,512.4132203918539
2023-09-13,STOCK,519.5118117653973
2023-09-14,STOCK,526.1722099116599
2023-09-15,STOCK,532.2448366472433
2023-09-16,STOCK,537.593313867473
2023-09-17,STOCK,542.097526304615
2023-09-18,STOCK,545.6563190578374
2023-09-19,STOCK,548.1897693142043
2023-09-20,STOCK,549.6409812427528
2023-09-21,STOCK,549.9773637521946
2023-09-22,STOCK,549.1913624165655
2023-09-23,STOCK,547.3006291313454
2023-09-24,STOCK,544.3476256899412
2023-09-25,STOCK,540.3986701833493
2023-09-26,STOCK,535.5424476388046
2023-09-27,STOCK,529.888018345263
2023-09-28,STOCK,523.562368594431
2023-09-29,STOCK,516.707558842421
2023-09-30,STOCK,509.47753333817
2023-10-01,STOCK,502.03466286749324
2023-10-02,STOCK,494.5460982552855
2023-10-03,STOCK,487.1800165183491
2023-10-04,STOCK,480.1018439721664
2023-10-05,STOCK,473.4705411124898
2023-10-06,STOCK,467.4350327053068
2023-10-07,STOCK,462.1308632576587
2023-10-08,STOCK,457.6771529802286
2023-10-09,STOCK,454.1739226042183
2023-10-10,STOCK,451.69984713135625
2023-10-11,STOCK,450.3104889629727
2023-10-12,STOCK,450.037050088251
2023-10-13,STOCK,450.88567135481827
2023-10-14,STOCK,452.8372945585462
2023-10-15,STOCK,455.84809044972906
2023-10-16,STOCK,459.8504430435417
2023-10-17,STOCK,464.7544681292873
2023-10-18,STOCK,470.45003187599116
2023-10-19,STOCK,476.8092242008086
2023-10-20,STOCK,483.6892313537297
2023-10-21,STOCK,490.93554320651526
2023-10-22,STOCK,498.3854232170731
2023-10-23,STOCK,505.8715631413548
2023-10-24,STOCK,513.2258404158204
2023-10-25,STOCK,520.2830938277668
2023-10-26,STOCK,526.8848326800974
2023-10-27,STOCK,532.8827961506933
2023-10-28,STOCK,538.142282910847
2023-10-29,STOCK,542.545176226706
2023-10-30,STOCK,545.9925966064708
2023-10-31,STOCK,548.4071224206094
2023-11-01,STOCK,549.7345286247452
2023-11-02,STOCK,549.9450045372511
2023-11-03,STOCK,549.0338233228913
2023-11-04,STOCK,547.0214481473503
2023-11-05,STOCK,543.9530726186473
2023-11-06,STOCK,539.8976058361318
2023-11-07,STOCK,534.9461248406711
2023-11-08,STOCK,529.2098292206642
2023-11-09,STOCK,522.8175438090167
2023-11-10,STOCK,515.9128255551244
2023-11-11,STOCK,508.65073954528043
2023-11-12,STOCK,501.19437657513697
2023-11-13,STOCK,493.7111904820394
2023-11-14,STOCK,486.3692374928463
2023-11-15,STOCK,479.33340204338356
2023-11-16,STOCK,472.7616938294847
2023-11-17,STOCK,466.80169924987155
2023-11-18,STOCK,461.58726693381664
2023-11-19,STOCK,457.2355017894893
2023-11-20,STOCK,453.8441350801821
2023-11-21,STOCK,451.48932959083334
2023-11-22,STOCK,450.2239691760742
2023-11-23,STOCK,450.0764711028652
2023-11-24,STOCK,451.05014785994354
2023-11-25,STOCK,453.1231327664677
2023-11-26,STOCK,456.2488710505275
2023-11-27,STOCK,460.35716536895507
2023-11-28,STOCK,465.3557522883152
2023-11-29,STOCK,471.13237432271325
2023-11-30,STOCK,477.5573009949148
2023-12-01,STOCK,484.4862423031822
2023-12-02,STOCK,491.7635891636434
2023-12-03,STOCK,499.2259080548406
2023-12-04,STOCK,506.7056113822829
2023-12-05,STOCK,514.0347211345195
2023-12-06,STOCK,521.0486413071383
2023-12-07,STOCK,527.5898543741772
2023-12-08,STOCK,533.5114587921687
2023-12-09,STOCK,538.6804680921067
2023-12-10,STOCK,542.9807974688373
2023-12-11,STOCK,546.3158707955193
2023-12-12,STOCK,548.610789515227
2023-12-13,STOCK,549.8140147010666
2023-12-14,STOCK,549.898524509364
2023-12-15,STOCK,548.8624210320172
2023-12-16,STOCK,546.7289729194208
2023-12-17,STOCK,543.5460928167424
2023-12-18,STOCK,539.3852613492058
2023-12-19,STOCK,534.3399218213517
2023-12-20,STOCK,528.523381681869
2023-12-21,STOCK,522.0662678825736
2023-12-22,STOCK,515.1135932786864
2023-12-23,STOCK,507.8214999527339
2023-12-24,STOCK,500.35375259999654
2023-12-25,STOCK,492.8780607265086
2023-12-26,STOCK,485.56231225511317
2023-12-27,STOCK,478.5708031246596
2023-12-28,STOCK,472.06054755741917
2023-12-29,STOCK,466.17775185815356
2023-12-30,STOCK,461.05453093571316
2023-12-31,STOCK,456.80594128700704
2024-01-01,STOCK,453.5273970761292
2024-01-02,STOCK,451.2925273379343
2024-01-03,STOCK,450.1515224286488
2024-01-04,STOCK,450.13000685867456
2024-01-05,STOCK,451.2284638213284
2024-01-06,STOCK,453.4222243413619
2024-01-07,STOCK,456.66202128696204
2024-01-08,STOCK,460.87509580331846
2024-01-09,STOCK,465.9668313196436
2024-01-10,STOCK,471.8228784333712
2024-01-11,STOCK,478.3117229512158
2024-01-12,STOCK,485.28763941442475
2024-01-13,STOCK,492.5939637784182
2024-01-14,STOCK,500.06661174948164
2024-01-15,STOCK,507.5377637642581
2024-01-16,STOCK,514.8396338553441
2024-01-17,STOCK,521.8082377623913
2024-01-18,STOCK,528.287075665066
2024-01-19,STOCK,534.1306468316202
2024-01-20,STOCK,539.2077172516449
2024-01-21,STOCK,543.404266869021
2024-01-22,STOCK,546.6260502265661
2024-01-23,STOCK,548.8007130158226
2024-01-24,STOCK,549.8794169988385
2024-01-25,STOCK,549.8379368097033
2024-01-26,STOCK,548.6772040040389
2024-01-27,STOCK,546.423286138269
2024-01-28,STOCK,543.1268013485002
2024-01-29,STOCK,538.8617815763114
2024-01-30,STOCK,533.7240099709486
2024-01-31,STOCK,527.82886980629
2024-02-01,STOCK,521.3087532212654
2024-02-02,STOCK,514.3100879778377
2024-02-03,STOCK,506.99004900914696
2024-02-04,STOCK,499.5130286093623
2024-02-05,STOCK,492.04694453716337
2024-02-06,STOCK,484.7594689448892
2024-02-07,STOCK,477.81426282347763
2024-02-08,STOCK,471.36730052943926
2024-02-09,STOCK,465.56336693707226
2024-02-10,STOCK,460.5328058823227
2024-02-11,STOCK,456.38859292123385
2024-02-12,STOCK,453.22379814251923
2024-02-13,STOCK,451.1094960140158
2024-02-14,STOCK,450.0931692033648
2024-02-15,STOCK,450.1976422196629
2024-02-16,STOCK,451.42056882419456
2024-02-17,STOCK,453.73448472189517
2024-02-18,STOCK,457.0874243502091
2024-02-19,STOCK,461.40408791359346
2024-02-20,STOCK,466.587532454589
2024-02-21,STOCK,472.5213489836487
2024-02-22,STOCK,479.0722767740787
2024-02-23,STOCK,486.09319611066866
2024-02-24,STOCK,493.42643228132266
2024-02-25,STOCK,500.907296611167
2024-02-26,STOCK,508.3677850151403
2024-02-27,STOCK,515.6403510075475
2024-02-28,STOCK,522.5616684349211
2024-02-29,STOCK,528.9762994293176
2024-03-01,STOCK,534.7401852077267
2024-03-02,STOCK,539.723881321766
2024-03-03,STOCK,543.8154647009251
2024-03-04,STOCK,546.9230472034385
2024-03-05,STOCK,548.9768392258504
2024-03-06,STOCK,549.9307170270502
2024-03-07,STOCK,549.7632585680614
2024-03-08,STOCK,548.4782246048541
2024-03-09,STOCK,546.1044742298726
2024-03-10,STOCK,542.6953167590372
2024-03-11,STOCK,538.3273145194356
2024-03-12,STOCK,533.0985634245146
2024-03-13,STOCK,527.1264899513485
2024-03-14,STOCK,520.5452139951169
2024-03-15,STOCK,513.5025368254082
2024-03-16,STOCK,506.1566217883439
2024-03-17,STOCK,498.6724422988017
2024-03-18,STOCK,491.21807689318445
2024-03-19,STOCK,483.9609345478427
2024-03-20,STOCK,477.0639950343831
2024-03-21,STOCK,470.6821487453589
2024-03-22,STOCK,464.9587181899763
2024-03-23,STOCK,460.02223927952605
2024-03-24,STOCK,455.98357468791886
2024-03-25,STOCK,452.9334241150385
2024-03-26,STOCK,450.94028736701756
2024-03-27,STOCK,450.04892599826826
2024-03-28,STOCK,450.2793580634718
2024-03-29,STOCK,451.6264085552259
2024-03-30,STOCK,454.0598256235543
2024-03-31,STOCK,457.5249599672378
2024-04-01,STOCK,461.94399213930444
2024-04-02,STOCK,467.21768020403687
2024-04-03,STOCK,473.227588496899
2024-04-04,STOCK,479.8387474342262
2024-04-05,STOCK,486.9026846390984
2024-04-06,STOCK,494.2607593108406
2024-04-07,STOCK,501.74772495539185
2024-04-08,STOCK,509.1954404653171
2024-04-09,STOCK,516.4366462065848
2024-04-10,STOCK,523.3087203093586
2024-04-11,STOCK,529.6573308046043
2024-04-12,STOCK,535.3399015873896
2024-04-13,STOCK,540.22881436883
2024-04-14,STOCK,544.2142747077243
2024-04-15,STOCK,547.2067777570032
2024-04-16,STOCK,549.1391183496346
2024-04-17,STOCK,549.9679002817866
2024-04-18,STOCK,549.674510898011
2024-04-19,STOCK,548.2655390913575
2024-04-20,STOCK,545.7726273310406
2024-04-21,STOCK,542.2517610407976
2024-04-22,STOCK,537.782011286971
2024-04-23,STOCK,532.463759012822
2024-04-24,STOCK,526.4164406989569
2024-04-25,STOCK,519.7758660774607
2024-04-26,STOCK,512.6911681381018
2024-04-27,STOCK,505.3214539228969
2024-04-28,STOCK,497.8322313249571
2024-04-29,STOCK,490.3916921380267
2024-04-30,STOCK,483.16693483139426
2024-05-01,STOCK,476.3202118785127
2024-05-02,STOCK,470.0052859162462
2024-05-03,STOCK,464.3639765675334
2024-05-04,STOCK,459.52297547840584
2024-05-05,STOCK,455.59100109674637
2024-05-06,STOCK,452.6563570903326
2024-05-07,STOCK,450.78494923683206
2024-05-08,STOCK,450.01880532211806
2024-05-09,STOCK,450.375131286807
2024-05-10,STOCK,451.845924817925
2024-05-11,STOCK,454.39815506360605
2024-05-12,STOCK,457.97450443481375
2024-05-13,STOCK,462.4946558348232
2024-05-14,STOCK,467.85709640805806
2024-05-15,STOCK,473.9413972999788
2024-05-16,STOCK,480.61091822952847
2024-05-17,STOCK,487.71587613526214
2024-05-18,STOCK,495.0967089799988
2024-05-19,STOCK,502.58765917017644
2024-05-20,STOCK,510.0204961140534
2024-05-21,STOCK,517.2282943181173
2024-05-22,STOCK,524.0491821737943
2024-05-23,STOCK,530.3299772448091
2024-05-24,STOCK,535.9296264144567
2024-05-25,STOCK,540.7223736345137
2024-05-26,STOCK,544.6005841349685
2024-05-27,STOCK,547.4771616689059
2024-05-28,STOCK,549.2875045064475
2024-05-29,STOCK,549.9909562503291
2024-05-30,STOCK,549.5717188909355
2024-05-31,STOCK,548.0392075955364
2024-06-01,STOCK,545.4278392639283
2024-06-02,STOCK,541.7962595990626
2024-06-03,STOCK,537.2260260509912
2024-06-04,STOCK,531.8197762123655
2024-06-05,STOCK,525.6989227993768
2024-06-06,STOCK,519.000926983905
2024-06-07,STOCK,511.876211311942
2024-06-08,STOCK,504.4847815375052
2024-06-09,STOCK,496.99263323835214
2024-06-10,STOCK,489.56802391316694
2024-06-11,STOCK,482.3776942808866
2024-06-12,STOCK,475.58312364361996
2024-06-13,STOCK,469.3369034096555
2024-06-14,STOCK,463.77931021939685
2024-06-15,STOCK,459.03515563443597
2024-06-16,STOCK,455.21098313896164
2024-06-17,STOCK,452.3926754027948
2024-06-18,STOCK,450.64352554177907
2024-06-19,STOCK,450.0028156908496
2024-06-20,STOCK,450.48493481196977
2024-06-21,STOCK,452.0790555490661
2024-06-22,STOCK,454.7493773871042
2024-06-23,STOCK,458.43593065447385
2024-06-24,STOCK,463.05592331252683
2024-06-25,STOCK,468.5056002862773
2024-06-26,STOCK,474.6625735797003
2024-06-27,STOCK,481.3885708462734
2024-06-28,STOCK,488.53254068777875
2024-06-29,STOCK,495.9340449430605
2024-06-30,STOCK,503.42686178324277
2024-07-01,STOCK,510.8427186956484
2024-07-02,STOCK,518.0150715216649
2024-07-03,STOCK,524.7828446794947
2024-07-04,STOCK,530.9940485744654
2024-07-05,STOCK,536.5091929576583
2024-07-06,STOCK,541.2044195761717
2024-07-07,STOCK,544.9742837624626
2024-07-08,STOCK,547.7341224942514
2024-07-09,STOCK,549.4219557434812
2024-07-10,STOCK,549.9998784141275
2024-07-11,STOCK,549.4549116089345
2024-07-12,STOCK,547.7992941074681
2024-07-13,STOCK,545.0702075095116
2024-07-14,STOCK,541.3289412164943
2024-07-15,STOCK,536.6595160036646
2024-07-16,STOCK,531.1667970946204
2024-07-17,STOCK,524.9741391144582
2024-07-18,STOCK,518.2206158108346
2024-07-19,STOCK,511.0578967574174
2024-07-20,STOCK,503.64684118223875
2024-07-21,STOCK,496.1538854162309
2024-07-22,STOCK,488.74730509204267
2024-07-23,STOCK,481.5934360361164
2024-07-24,STOCK,474.85293872462216
2024-07-25,STOCK,468.6771901955249
2024-07-26,STOCK,463.20488444666535
2024-07-27,STOCK,458.55891766757077
2024-07-28,STOCK,454.8436282559901
2024-07-29,STOCK,452.14245360241887
2024-07-30,STOCK,450.5160562661888
2024-07-31,STOCK,450.00096162516724
2024-08-01,STOCK,450.60873759451334
2024-08-02,STOCK,452.3257348362429
2024-08-03,STOCK,455.1133932939328
2024-08-04,STOCK,458.9091081684589
2024-08-05,STOCK,463.62763588681435
2024-08-06,STOCK,469.16300848898794
2024-08-07,STOCK,475.3909134398898
2024-08-08,STOCK,482.17148542088836
2024-08-09,STOCK,489.3524474033375
2024-08-10,STOCK,496.7725304623456
2024-08-11,STOCK,504.26509552915866
2024-08-12,STOCK,511.66187574538714
2024-08-13,STOCK,518.796755373886
2024-08-14,STOCK,525.5095004000882
2024-08-15,STOCK,531.6493570425235
2024-08-16,STOCK,537.0784373577497
2024-08-17,STOCK,541.6748159062889
2024-08-18,STOCK,545.3352679351448
2024-08-19,STOCK,547.9775875832161
2024-08-20,STOCK,549.5424340477099
2024-08-21,STOCK,549.9946642506429
2024-08-22,STOCK,549.3241220766074
2024-08-23,STOCK,547.5458664572293
2024-08-24,STOCK,544.6998331800279
2024-08-25,STOCK,540.8499380167259
2024-08-26,STOCK,536.082641312809
2024-08-27,STOCK,530.5050062745653
2024-08-28,STOCK,524.242294560287
2024-08-29,STOCK,517.4351531734701
2024-08-30,STOCK,510.23645583433785
2024-08-31,STOCK,502.807869765655
2024-09-01,STOCK,495.3162249954436
2024-09-02,STOCK,487.9297677142154
2024-09-03,STOCK,480.8143818282485
2024-09-04,STOCK,474.12986356468105
2024-09-05,STOCK,468.0263327927453
2024-09-06,STOCK,462.640861655148
2024-09-07,STOCK,458.09439622325306
2024-09-08,STOCK,454.48904030906203
2024-09-09,STOCK,451.90576243372226
2024-09-10,STOCK,450.40257744909667
2024-09-11,STOCK,450.0132436492657
2024-09-12,STOCK,450.74650463201954
2024-09-13,STOCK,452.58589293650266
2024-09-14,STOCK,455.4900998668818
2024-09-15,STOCK,459.3939031965999
2024-09-16,STOCK,464.20963191897187
2024-09-17,STOCK,469.8291351489878
2024-09-18,STOCK,476.1262109590327
2024-09-19,STOCK,482.9594406021018
2024-09-20,STOCK,490.17536447198194
2024-09-21,STOCK,497.61192847516395
2024-09-22,STOCK,505.10212341641636
2024-09-23,STOCK,512.4777356652622
2024-09-24,STOCK,519.5731248714676
2024-09-25,STOCK,526.2289438902139
2024-09-26,STOCK,532.295717375434
2024-09-27,STOCK,537.6371986738368
2024-09-28,STOCK,542.1334296310117
2024-09-29,STOCK,545.6834345929585
2024-09-30,STOCK,548.2074881015892
2024-10-01,STOCK,549.6489053566359
2024-10-02,STOCK,549.9753152340616
2024-10-03,STOCK,549.1793872717172
2024-10-04,STOCK,547.2789962957185
2024-10-05,STOCK,544.316820990386
2024-10-06,STOCK,540.3593854270066
2024-10-07,STOCK,535.4955650766094
2024-10-08,STOCK,529.834590858489
2024-10-09,STOCK,523.503596049249
2024-10-10,STOCK,516.6447611434891
2024-10-11,STOCK,509.4121207864221
2024-10-12,STOCK,501.96810448782134
2024-10-13,STOCK,494.47988880540487
